FECHA,Horas,O3,NO2,CO,SO2,PM-10,PM-2.5,,,,,,
11/01/2024,15:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,16:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,17:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,18:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,19:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,20:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,21:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,22:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/01/2024,23:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,00:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,01:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,02:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,03:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,04:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,05:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,06:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,07:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,08:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,09:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,10:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,11:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,12:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,13:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,14:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,15:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,16:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,17:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,18:00:00,23.31,14.524,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,19:00:00,19,10,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,20:00:00,5,61,12.146,3.408,73.843,75.733,Buena,Regular,Buena,Buena,Regular,Regular
12/01/2024,21:00:00,4,61,12.146,3.408,73.843,75.733,Buena,Regular,Buena,Buena,Regular,Regular
12/01/2024,22:00:00,6,19,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/01/2024,23:00:00,9,15,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,00:00:00,14,11,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,01:00:00,16,10,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,02:00:00,16,10,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,03:00:00,17,9,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,04:00:00,14,9,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,05:00:00,7,13,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,06:00:00,1,16,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,07:00:00,1,15,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,08:00:00,1,14,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,09:00:00,2,19,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,10:00:00,9,18,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,11:00:00,19,9,12.146,3.408,73.843,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,12:00:00,26,5,12.146,4,57,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,13:00:00,24,3,12.146,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,14:00:00,24,3,12.146,4,52,73,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,15:00:00,26,3,12.146,4,52,73,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,16:00:00,24,3,12.146,4,51,72,Buena,Buena,Buena,Buena,Regular,Regular
13/01/2024,17:00:00,24,3,12.146,4,45,72,Buena,Buena,Buena,Buena,Buena,Regular
13/01/2024,18:00:00,24,4,12.146,4,45,72,Buena,Buena,Buena,Buena,Buena,Regular
13/01/2024,19:00:00,15,10,12.146,4,45,72,Buena,Buena,Buena,Buena,Buena,Regular
13/01/2024,20:00:00,9,15,12.146,4,45,72,Buena,Buena,Buena,Buena,Buena,Regular
13/01/2024,21:00:00,6,17,12.146,4,44,72,Buena,Buena,Buena,Buena,Buena,Regular
13/01/2024,22:00:00,4,18,12.146,4,44,72,Buena,Buena,Buena,Buena,Buena,Regular
13/01/2024,23:00:00,6,16,12.146,4,45,73,Buena,Buena,Buena,Buena,Buena,Regular
14/01/2024,00:00:00,6,15,12.146,4,51,73,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,01:00:00,3,16,12.146,4,52,75,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,02:00:00,1,17,12.146,4,55,76,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,03:00:00,1,17,12.146,4,58,79,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,04:00:00,1,16,12.146,4,61,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,05:00:00,1,15,12.146,4,63,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,06:00:00,1,14,12.146,4,65,82,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,07:00:00,1,12,12.146,4,65,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,08:00:00,1,11,12.146,4,65,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,09:00:00,4,12,12.146,4,64,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,10:00:00,6,14,12.146,4,63,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,11:00:00,14,13,12.146,4,61,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,12:00:00,23,6,12.146,4,63,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,13:00:00,31,5,12.146,4,63,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,14:00:00,26,3,12.146,4,63,81,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,15:00:00,26,2,12.146,4,63,82,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,16:00:00,24,2,12.146,4,63,82,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,17:00:00,24,2,12.146,4,61,84,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,18:00:00,23,3,12.146,4,61,84,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,19:00:00,18,6,12.146,4,61,84,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,20:00:00,8,11,12.146,4,61,82,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,21:00:00,1,18,12.146,4,60,82,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,22:00:00,1,17,12.146,4,60,82,Buena,Buena,Buena,Buena,Regular,Regular
14/01/2024,23:00:00,1,17,12.146,4,60,82,Buena,Buena,Buena,Buena,Regular,Regular
15/01/2024,00:00:00,4,14,12.146,4,60,82,Buena,Buena,Buena,Buena,Regular,Regular
15/01/2024,01:00:00,11,8,12.146,4,57,81,Buena,Buena,Buena,Buena,Regular,Regular
15/01/2024,02:00:00,9,9,12.146,4,54,76,Buena,Buena,Buena,Buena,Regular,Regular
15/01/2024,03:00:00,9,7,12.146,4,45,73,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,04:00:00,11,4,12.146,4,43,70,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,05:00:00,10,4,12.146,4,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,06:00:00,6,7,12.146,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,07:00:00,2,11,12.146,4,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,08:00:00,1,15,12.146,4,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,09:00:00,2,18,12.146,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,10:00:00,6,17,12.146,4,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,11:00:00,15,12,12.146,4,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,12:00:00,24,10,12.146,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,13:00:00,31,7,12.146,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,14:00:00,42,6,12.146,4,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,15:00:00,41,4,12.146,4,40,66,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,16:00:00,39,4,12.146,4,40,66,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,17:00:00,32,4,12.146,4,43,67,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,18:00:00,26,5,12.146,4,43,67,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,19:00:00,18,8,12.146,4,44,69,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,20:00:00,11,11,12.146,4,44,69,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,21:00:00,4,17,12.146,4,44,69,Buena,Buena,Buena,Buena,Buena,Regular
15/01/2024,22:00:00,1,62,12.146,4,51,70,Buena,Regular,Buena,Buena,Regular,Regular
15/01/2024,23:00:00,1,20,12.146,4,55,73,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,00:00:00,2,17,12.146,4,58,73,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,01:00:00,1,17,12.146,4,60,75,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,02:00:00,1,15,12.146,4,63,78,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,03:00:00,1,16,12.146,4,65,81,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,04:00:00,1,14,12.146,4,67,82,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,05:00:00,1,12,12.146,4,70,82,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,06:00:00,1,12,12.146,4,71,84,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,07:00:00,1,12,12.146,4,73,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,08:00:00,1,12,12.146,4,73,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,09:00:00,3,14,12.146,4,71,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,10:00:00,7,16,12.146,4,71,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,11:00:00,20,17,12.146,4,71,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,12:00:00,26,15,12.146,4,73,87,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,13:00:00,33,4,12.146,4,73,87,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,14:00:00,35,4,12.146,4,73,87,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,15:00:00,36,3,12.146,4,71,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,16:00:00,31,3,12.146,4,71,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,17:00:00,28,4,12.146,4,71,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,18:00:00,24,6,12.146,4,70,85,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,19:00:00,20,10,12.146,4,73,87,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,20:00:00,16,12,12.146,4,76,88,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,21:00:00,13,11,12.146,4,78,88,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,22:00:00,9,14,12.146,4,78,90,Buena,Buena,Buena,Buena,Regular,Regular
16/01/2024,23:00:00,10,11,12.146,4,74,88,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,00:00:00,14,9,12.146,4,71,88,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,01:00:00,15,8,12.146,4,70,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,02:00:00,15,7,12.146,4,67,82,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,03:00:00,4,13,12.146,4,65,82,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,04:00:00,4,12,12.146,4,67,82,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,05:00:00,2,15,12.146,4,68,84,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,06:00:00,9,10,12.146,4,67,82,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,07:00:00,1,13,12.146,4,68,82,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,08:00:00,1,13,12.146,4,70,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,09:00:00,4,13,12.146,4,70,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,10:00:00,6,12,12.146,4,68,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,11:00:00,11,11,12.146,4,67,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,12:00:00,20,6,12.146,4,65,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,13:00:00,27,4,12.146,4,65,84,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,14:00:00,29,4,12.146,4,64,84,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,15:00:00,33,4,12.146,4,64,82,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,16:00:00,32,4,12.146,4,64,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,17:00:00,28,5,12.146,4,64,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,18:00:00,26,5,12.146,4,64,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,19:00:00,24,8,12.146,4,63,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,20:00:00,14,13,12.146,4,61,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,21:00:00,4,19,12.146,4,58,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,22:00:00,4,16,12.146,4,60,85,Buena,Buena,Buena,Buena,Regular,Regular
17/01/2024,23:00:00,4,15,12.146,4,60,85,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,00:00:00,2,16,12.146,4,61,87,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,01:00:00,1,16,12.146,4,63,88,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,02:00:00,1,17,12.146,4,67,91,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,03:00:00,1,17,12.146,4,70,94,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,04:00:00,1,16,12.146,4,68,96,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,05:00:00,1,14,12.146,4,68,94,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,06:00:00,1,13,12.146,4,71,97,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,07:00:00,1,13,12.146,4,71,97,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,08:00:00,1,14,12.146,4,71,96,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,09:00:00,2,17,12.146,4,74,93,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,10:00:00,5,65,12.146,4,77,93,Buena,Regular,Buena,Buena,Regular,Regular
18/01/2024,11:00:00,20,19,12.146,4,83,93,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,12:00:00,31,14,12.146,4,84,93,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,13:00:00,36,7,12.146,6,84,93,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,14:00:00,36,6,12.146,6,86,93,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,15:00:00,53,5,12.146,6,88,96,Regular,Buena,Buena,Buena,Regular,Regular
18/01/2024,16:00:00,44,4,12.146,6,90,96,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,17:00:00,42,5,12.146,6,91,96,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,18:00:00,41,6,12.146,6,93,94,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,19:00:00,34,9,12.146,6,93,93,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,20:00:00,16,62,12.146,6,93,93,Buena,Regular,Buena,Buena,Regular,Regular
18/01/2024,21:00:00,13,19,12.146,6,93,91,Buena,Buena,Buena,Buena,Regular,Regular
18/01/2024,22:00:00,1,65,12.146,6,91,88,Buena,Regular,Buena,Buena,Regular,Regular
18/01/2024,23:00:00,5,19,12.146,6,93,90,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,00:00:00,10,13,12.146,6,94,88,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,01:00:00,12,11,12.146,6,93,85,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,02:00:00,11,11,12.146,6,90,82,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,03:00:00,12,10,12.146,6,87,79,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,04:00:00,11,10,12.146,6,86,78,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,05:00:00,9,10,12.146,6,84,76,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,06:00:00,7,13,12.146,6,81,75,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,07:00:00,5,14,12.146,6,80,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,08:00:00,4,15,12.146,6,77,70,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,09:00:00,4,17,12.146,6,77,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,10:00:00,6,17,12.146,6,76,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,11:00:00,10,16,12.146,6,74,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,12:00:00,16,14,12.146,4,73,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,13:00:00,26,8,12.146,4,74,73,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,14:00:00,31,8,12.146,4,73,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,15:00:00,36,9,12.146,4,73,72,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,16:00:00,34,11,12.146,4,74,73,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,17:00:00,31,8,12.146,4,73,73,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,18:00:00,25,13,12.146,4,74,76,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,19:00:00,13,14,12.146,4,76,78,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,20:00:00,12,14,12.146,4,77,78,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,21:00:00,15,11,12.146,4,77,79,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,22:00:00,16,12,12.146,4,77,79,Buena,Buena,Buena,Buena,Regular,Regular
19/01/2024,23:00:00,18,10,3,4,73,78,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,00:00:00,14,11,3,4,73,78,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,01:00:00,18,8,3,4,71,81,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,02:00:00,19,6,2,4,70,79,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,03:00:00,16,7,12.146,4,70,79,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,04:00:00,19,6,12.146,4,70,79,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,05:00:00,19,4,12.146,4,68,78,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,06:00:00,15,6,12.146,4,68,78,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,07:00:00,12,8,12.146,4,67,78,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,08:00:00,6,11,12.146,4,65,78,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,09:00:00,12,8,12.146,4,61,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,10:00:00,16,7,12.146,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,11:00:00,21,6,12.146,4,57,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,12:00:00,27,6,12.146,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,13:00:00,33,6,12.146,4,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,14:00:00,38,5,12.146,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,15:00:00,34,5,12.146,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,16:00:00,22,7,12.146,4,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,17:00:00,16,10,12.146,4,55,75,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,18:00:00,11,9,12.146,4,58,76,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,19:00:00,6,12,12.146,4,57,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,20:00:00,7,11,12.146,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,21:00:00,6,11,12.146,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,22:00:00,5,11,12.146,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
20/01/2024,23:00:00,9,9,12.146,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
21/01/2024,00:00:00,7,8,12.146,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,01:00:00,5,9,12.146,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,02:00:00,5,9,12.146,4,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,03:00:00,6,9,12.146,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,04:00:00,4,8,12.146,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,05:00:00,1,10,12.146,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,06:00:00,6,8,12.146,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,07:00:00,4,11,12.146,4,41,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,08:00:00,1,15,12.146,4,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,09:00:00,2,12,12.146,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,10:00:00,5,10,12.146,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,11:00:00,12,8,12.146,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,12:00:00,19,7,12.146,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,13:00:00,23,7,12.146,4,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,14:00:00,27,6,12.146,4,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,15:00:00,24,3,12.146,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,16:00:00,23,4,12.146,2,41,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,17:00:00,19,5,12.146,2,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,18:00:00,7,11,12.146,2,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,19:00:00,11,8,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,20:00:00,11,8,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,21:00:00,11,7,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,22:00:00,11,7,12.146,2,31,75.733,Buena,Buena,Buena,Buena,Buena,Regular
21/01/2024,23:00:00,9,7,12.146,2,31,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,00:00:00,6,9,12.146,2,31,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,01:00:00,9,7,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,02:00:00,8,7,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,03:00:00,9,6,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,04:00:00,8,6,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,05:00:00,6,6,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,06:00:00,2,9,12.146,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,07:00:00,1,10,12.146,2,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,08:00:00,1,11,4,2,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,09:00:00,1,13,5,2,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,10:00:00,3,17,6,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,11:00:00,6,20,7,4,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,12:00:00,16,12,8,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,13:00:00,27,5,8,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
22/01/2024,14:00:00,29,3,8,4,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
